Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
Knox-Burch Pvt. Ltd.,Technology,Australia,ChatGPT,2023,6332,21,21598,15.6,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
Rocha Group Pvt. Ltd.,Telecom,Germany,Gemini,2022,1465,3,3464,5.5,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
"Rice, Mcbride and Miller Pvt. Ltd.",Finance,Brazil,Mixtral,2024,1384,7,15984,20.0,There's concern that AI will replace some of us soon. Managers were initially skeptical.
"Holland, Black and Crawford Pvt. Ltd.",Utilities,USA,LLaMA,2024,11076,29,9981,14.0,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Pratt, Kelly and Jones Pvt. Ltd.",Legal Services,Japan,Mixtral,2023,2730,2,15649,33.6,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
"Thomas, Chen and Taylor Pvt. Ltd.",Transportation,Japan,ChatGPT,2023,338,4,12609,11.6,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
Holder-Kemp Pvt. Ltd.,Telecom,Japan,LLaMA,2022,12563,15,5534,23.6,I love using AI—it makes my job easier and more fun. Job rotations have increased.
"Smith, Acosta and Hicks Pvt. Ltd.",Hospitality,Germany,Groq,2024,13200,19,10448,10.4,Our workflows have improved drastically with generative AI. My team adapted faster than others.
"Rodriguez, Clark and Rowland Pvt. Ltd.",Technology,France,Groq,2024,920,15,2601,13.4,Our workflows have improved drastically with generative AI. Some departments feel left behind.
Hoffman-Alexander Pvt. Ltd.,Healthcare,UAE,LLaMA,2022,11164,12,13590,9.3,"AI helped me reduce repetitive tasks, but learning curve was steep. HR hosted webinars weekly."
Carrillo Ltd Pvt. Ltd.,Advertising,Switzerland,Mixtral,2023,2159,1,6591,18.0,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
Gould-Robbins Pvt. Ltd.,Healthcare,USA,LLaMA,2022,1405,13,16814,30.0,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
"Oconnor, Gallagher and Fisher Pvt. Ltd.",Telecom,Switzerland,Claude,2023,19341,6,6116,16.0,"We now finish tasks faster, but some older employees are struggling. Some departments feel left behind."
Ramirez-Jordan Pvt. Ltd.,Retail,UK,Gemini,2023,1602,7,14499,29.3,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Mann-Hess Pvt. Ltd.,Finance,France,Mixtral,2023,14634,3,12498,5.6,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
"Curry, Rice and Schmidt Pvt. Ltd.",Advertising,South Korea,Gemini,2023,3654,26,17093,16.3,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
Hernandez-Ford Pvt. Ltd.,Advertising,Australia,Claude,2024,5780,29,24732,9.8,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
"Lynch, Jackson and Taylor Pvt. Ltd.",Finance,South Korea,LLaMA,2023,18293,12,24490,2.3,"We now finish tasks faster, but some older employees are struggling. Job rotations have increased."
"Robinson, Stuart and Kim Pvt. Ltd.",Technology,Canada,LLaMA,2023,1811,22,10129,27.1,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
Bell-Todd Pvt. Ltd.,Transportation,Brazil,LLaMA,2023,13765,26,5188,27.8,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
David-Carlson Pvt. Ltd.,Entertainment,India,LLaMA,2023,15402,21,21799,25.5,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
"Smith, Yoder and Kennedy Pvt. Ltd.",Entertainment,Japan,Mixtral,2024,15849,7,16485,13.8,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
Mills Ltd Pvt. Ltd.,Finance,Germany,Claude,2022,1893,28,8988,19.8,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
"Gill, Marshall and Murphy Pvt. Ltd.",Healthcare,USA,Claude,2024,16321,28,14241,27.5,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
"Brooks, Porter and Rasmussen Pvt. Ltd.",Technology,France,Mixtral,2023,18482,22,10758,22.9,"Collaboration improved; documentation and meetings are more efficient. Overall, it's a big shift."
Dean-Morris Pvt. Ltd.,Manufacturing,USA,Claude,2023,2342,20,2886,22.8,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
Gordon-Riley Pvt. Ltd.,Hospitality,UAE,Groq,2024,15825,16,14061,3.5,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
"Cross, Carter and Dillon Pvt. Ltd.",Transportation,UK,ChatGPT,2024,6642,22,23110,6.8,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
"Cooper, Barber and Lopez Pvt. Ltd.",Defense,USA,Claude,2024,13880,17,5462,32.6,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
West Inc Pvt. Ltd.,Telecom,Brazil,ChatGPT,2023,8340,28,8251,16.4,"AI helped me reduce repetitive tasks, but learning curve was steep. Job rotations have increased."
Wilson-Porter Pvt. Ltd.,Telecom,Switzerland,ChatGPT,2022,6936,5,5005,11.8,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Ramirez, Rogers and Woods Pvt. Ltd.",Hospitality,Brazil,ChatGPT,2023,8945,25,16481,15.5,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Roberts, Lopez and Lopez Pvt. Ltd.",Defense,Germany,Claude,2022,10562,2,8465,8.5,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Patel, Gomez and Johnson Pvt. Ltd.",Technology,South Korea,Claude,2024,2964,16,15104,29.6,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
"Ayala, Hernandez and Hardin Pvt. Ltd.",Telecom,India,ChatGPT,2024,18197,21,15862,3.5,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
Madden Group Pvt. Ltd.,Transportation,USA,Gemini,2022,6671,1,11879,24.4,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
Berry-Thompson Pvt. Ltd.,Hospitality,Canada,Mixtral,2024,14917,14,12225,19.7,I love using AI—it makes my job easier and more fun. Monthly town halls discuss the AI rollout.
Ross-Lee Pvt. Ltd.,Defense,India,Claude,2022,4064,29,13530,17.6,There's concern that AI will replace some of us soon. My team adapted faster than others.
"West, Phillips and Bryant Pvt. Ltd.",Utilities,South Korea,Mixtral,2024,7194,23,24941,24.8,There's concern that AI will replace some of us soon. Job rotations have increased.
"Graves, Ferguson and Scott Pvt. Ltd.",Utilities,UAE,Groq,2023,7835,12,2277,22.4,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
Valenzuela LLC Pvt. Ltd.,Education,Switzerland,ChatGPT,2022,5607,5,1743,2.8,"Job roles have shifted a lot, which is both good and scary. Overall, it's a big shift."
"Berg, Williams and Doyle Pvt. Ltd.",Legal Services,Australia,Groq,2023,7464,21,9072,11.5,"Job roles have shifted a lot, which is both good and scary. It changed how we communicate internally."
"Galvan, Moore and Smith Pvt. Ltd.",Hospitality,Canada,Groq,2023,4954,7,1686,20.1,Our workflows have improved drastically with generative AI. Job rotations have increased.
"Sandoval, Flynn and Hanson Pvt. Ltd.",Finance,France,Gemini,2022,6309,19,15338,2.7,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
"Hernandez, Hawkins and Rivera Pvt. Ltd.",Telecom,UAE,Claude,2022,2059,7,6057,20.6,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
Jones-Dixon Pvt. Ltd.,Manufacturing,Japan,LLaMA,2022,522,28,11275,24.9,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Mathis, Vasquez and Carey Pvt. Ltd.",Legal Services,South Korea,Groq,2024,18881,26,13630,25.5,There's concern that AI will replace some of us soon. Managers were initially skeptical.
"Turner, Rodgers and Lynch Pvt. Ltd.",Education,UK,Gemini,2023,1010,3,21960,8.2,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
Mack-Hernandez Pvt. Ltd.,Transportation,Australia,ChatGPT,2024,1572,26,18023,32.9,"Productivity increased, but there's anxiety about job security. Some departments feel left behind."
Carpenter-Cain Pvt. Ltd.,Manufacturing,Japan,Gemini,2024,12751,3,5870,16.8,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
"Ramirez, Garcia and Lloyd Pvt. Ltd.",Advertising,USA,ChatGPT,2024,15198,4,514,20.4,I love using AI—it makes my job easier and more fun. Internal newsletters now highlight AI use cases.
"Montgomery, Lopez and Gregory Pvt. Ltd.",Telecom,Germany,Claude,2023,4206,19,20202,6.7,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
"White, Hansen and Mason Pvt. Ltd.",Transportation,Singapore,Claude,2023,16438,8,10638,3.0,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Estrada-Jones Pvt. Ltd.,Hospitality,USA,Claude,2024,2544,27,1787,12.1,Collaboration improved; documentation and meetings are more efficient. HR hosted webinars weekly.
Pratt-Ortiz Pvt. Ltd.,Entertainment,India,Groq,2024,1335,20,20276,4.8,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
Kline-Allen Pvt. Ltd.,Transportation,UAE,Mixtral,2024,13013,18,22674,19.1,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
Dominguez-Sloan Pvt. Ltd.,Retail,Brazil,Mixtral,2022,1536,7,4752,23.5,Our workflows have improved drastically with generative AI. HR hosted webinars weekly.
"Nelson, Morgan and Baker Pvt. Ltd.",Education,Japan,Groq,2022,9829,3,11809,26.8,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
Wiggins-Spencer Pvt. Ltd.,Retail,France,Groq,2023,3269,3,19670,23.9,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
Williams-Gilbert Pvt. Ltd.,Hospitality,India,Groq,2023,899,14,23033,16.1,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Stevens, Hubbard and Bennett Pvt. Ltd.",Healthcare,Australia,Mixtral,2023,18693,27,21830,13.9,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Holland, Pennington and Noble Pvt. Ltd.",Technology,Singapore,Groq,2023,2170,6,18832,14.8,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Patton, Smith and Stone Pvt. Ltd.",Hospitality,Germany,Groq,2024,18779,2,11035,6.8,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
"Ortiz, Jones and Ryan Pvt. Ltd.",Transportation,Switzerland,LLaMA,2024,7015,1,22103,22.6,There's concern that AI will replace some of us soon. Some departments feel left behind.
Mclean-Watkins Pvt. Ltd.,Retail,South Africa,Groq,2022,14738,25,13929,25.6,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
Foley-Green Pvt. Ltd.,Manufacturing,France,Groq,2024,10984,25,12397,4.8,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Hoover-Schmidt Pvt. Ltd.,Finance,UAE,Groq,2023,9947,6,12458,25.8,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
"Robles, Green and Delacruz Pvt. Ltd.",Hospitality,UK,LLaMA,2023,18371,29,1352,27.3,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
"Navarro, Hernandez and Wright Pvt. Ltd.",Manufacturing,Switzerland,Mixtral,2023,1362,9,3458,28.4,"We now finish tasks faster, but some older employees are struggling. It changed how we communicate internally."
Brown-Thomas Pvt. Ltd.,Legal Services,Canada,Mixtral,2022,13539,20,19342,19.6,There's concern that AI will replace some of us soon. My team adapted faster than others.
Dodson-Haynes Pvt. Ltd.,Utilities,Australia,LLaMA,2024,13465,30,11615,24.5,Our workflows have improved drastically with generative AI. Some departments feel left behind.
"Navarro, Marsh and Henderson Pvt. Ltd.",Defense,Canada,ChatGPT,2022,14593,4,7476,19.1,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
"Luna, Smith and Moore Pvt. Ltd.",Defense,Singapore,ChatGPT,2023,14247,16,10482,12.0,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Roberson, Warren and Joseph Pvt. Ltd.",Finance,France,Groq,2022,1258,24,21127,34.2,"AI helped me reduce repetitive tasks, but learning curve was steep. Overall, it's a big shift."
Lewis-Fuller Pvt. Ltd.,Manufacturing,Germany,Mixtral,2022,383,24,24978,34.7,"Mixed responses—management excited, staff feel uncertain. Overall, it's a big shift."
Young-Patterson Pvt. Ltd.,Hospitality,South Africa,LLaMA,2023,13853,11,15140,34.0,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Rivera, Mclean and Stevens Pvt. Ltd.",Advertising,South Africa,Claude,2024,4297,19,4238,34.3,"Mixed responses—management excited, staff feel uncertain. Monthly town halls discuss the AI rollout."
Collins-Fletcher Pvt. Ltd.,Legal Services,Australia,Gemini,2023,9462,30,21881,6.9,"Productivity increased, but there's anxiety about job security. My team adapted faster than others."
Robinson-Sherman Pvt. Ltd.,Retail,India,ChatGPT,2022,3997,12,13731,10.8,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
"Cochran, Bradley and Gilmore Pvt. Ltd.",Hospitality,South Africa,Mixtral,2022,19550,19,3762,5.1,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
"Hansen, Garrison and Richard Pvt. Ltd.",Manufacturing,UK,ChatGPT,2024,2834,1,24156,17.3,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
Silva-Guzman Pvt. Ltd.,Advertising,Brazil,LLaMA,2024,6185,30,6180,5.6,New roles are exciting; transition was smoother than expected. Managers were initially skeptical.
Pitts-Walker Pvt. Ltd.,Defense,Germany,Gemini,2023,16882,24,16872,21.5,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
Higgins-Hughes Pvt. Ltd.,Retail,Germany,Groq,2023,16444,11,17156,9.7,Our workflows have improved drastically with generative AI. Clients now expect faster results due to AI use.
"Lucas, Cooke and Cook Pvt. Ltd.",Retail,UAE,Groq,2024,15100,13,8459,22.6,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Vasquez, Newton and Clark Pvt. Ltd.",Healthcare,Japan,Claude,2022,1730,11,2867,20.2,"Mixed responses—management excited, staff feel uncertain. Some departments feel left behind."
Stone-Vasquez Pvt. Ltd.,Telecom,UAE,Gemini,2023,9119,16,21218,9.3,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
"Evans, Merritt and Lee Pvt. Ltd.",Hospitality,Brazil,ChatGPT,2022,5971,23,18655,13.2,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Molina, Simpson and Acosta Pvt. Ltd.",Hospitality,Switzerland,Gemini,2023,7030,29,12096,17.1,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
Lee-Thomas Pvt. Ltd.,Transportation,Brazil,Mixtral,2023,7686,23,13022,25.5,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Mendoza, Williams and Calderon Pvt. Ltd.",Advertising,Canada,Claude,2022,3740,25,12268,10.5,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
"Anderson, Drake and Mclean Pvt. Ltd.",Healthcare,Switzerland,Claude,2024,16670,16,10816,28.2,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
"Johnson, Garcia and Smith Pvt. Ltd.",Defense,South Africa,Mixtral,2024,19496,1,18727,9.8,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
Houston and Sons Pvt. Ltd.,Telecom,Germany,Gemini,2023,14494,8,18117,12.4,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
Williams-Villa Pvt. Ltd.,Defense,Germany,Mixtral,2024,11674,22,13848,28.1,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
Cunningham-Lee Pvt. Ltd.,Defense,Singapore,Claude,2023,3219,25,9189,14.6,"Productivity increased, but there's anxiety about job security. Job rotations have increased."
"Daniels, Olson and Haney Pvt. Ltd.",Finance,South Africa,Groq,2022,631,4,20307,9.4,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
Cole-Sullivan Pvt. Ltd.,Telecom,Switzerland,ChatGPT,2022,18380,7,11145,22.1,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
"Leon, Smith and Johnson Pvt. Ltd.",Technology,Canada,Claude,2022,2133,29,10250,5.9,"Job roles have shifted a lot, which is both good and scary. Managers were initially skeptical."
Griffin-Wright Pvt. Ltd.,Defense,France,Claude,2024,7718,17,15275,16.8,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
"Green, Smith and Sanders Pvt. Ltd.",Legal Services,UAE,LLaMA,2024,430,13,18945,10.7,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
"Wagner, Haley and Jordan Pvt. Ltd.",Telecom,South Korea,Mixtral,2024,4198,30,16562,21.7,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
"Casey, Young and Brown Pvt. Ltd.",Legal Services,Canada,Gemini,2024,8472,14,2644,3.7,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
Reid-Garcia Pvt. Ltd.,Manufacturing,USA,Claude,2023,4829,22,20403,2.3,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Caldwell, Jones and Gonzalez Pvt. Ltd.",Hospitality,USA,Claude,2023,17954,13,4277,24.0,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
Jacobson-Villanueva Pvt. Ltd.,Healthcare,Japan,Groq,2024,4339,19,2408,21.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Overall, it's a big shift."
"Esparza, Fernandez and Williams Pvt. Ltd.",Advertising,Switzerland,ChatGPT,2024,8866,18,6374,16.4,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
"Mcclure, Smith and Thomas Pvt. Ltd.",Defense,Germany,Mixtral,2024,787,23,24160,9.4,"There's concern that AI will replace some of us soon. Overall, it's a big shift."
"Webb, Holder and Cox Pvt. Ltd.",Retail,South Africa,ChatGPT,2022,19869,25,11891,24.7,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
Robinson-Fernandez Pvt. Ltd.,Education,Switzerland,Gemini,2023,1428,13,24056,12.8,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
"Reyes, Mcintosh and Stewart Pvt. Ltd.",Advertising,France,Gemini,2023,13825,1,14187,8.8,New roles are exciting; transition was smoother than expected. It changed how we communicate internally.
Vance-Morris Pvt. Ltd.,Manufacturing,Switzerland,LLaMA,2022,17570,25,5337,16.9,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Murray Ltd Pvt. Ltd.,Technology,Germany,ChatGPT,2023,9147,14,6804,15.3,Our workflows have improved drastically with generative AI. Job rotations have increased.
"Lamb, Bowers and Hill Pvt. Ltd.",Hospitality,South Korea,Claude,2023,11487,5,14336,26.6,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
Sanchez-Mason Pvt. Ltd.,Telecom,Germany,Mixtral,2024,17805,16,10512,13.1,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
Avery Group Pvt. Ltd.,Manufacturing,Singapore,ChatGPT,2022,8874,21,5210,29.6,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Bryan, Wilson and Morrow Pvt. Ltd.",Legal Services,USA,LLaMA,2024,15068,29,13157,4.9,"Productivity increased, but there's anxiety about job security. It changed how we communicate internally."
"Young, Washington and Cook Pvt. Ltd.",Telecom,South Africa,Mixtral,2023,17071,1,15332,27.8,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
Patterson Ltd Pvt. Ltd.,Telecom,South Africa,Claude,2022,1871,10,9421,20.6,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
"Garcia, Ward and Russell Pvt. Ltd.",Entertainment,Brazil,Gemini,2022,17479,13,19610,16.1,"Mixed responses—management excited, staff feel uncertain. Monthly town halls discuss the AI rollout."
Lopez-Anderson Pvt. Ltd.,Manufacturing,Singapore,Gemini,2023,16275,3,21092,6.7,"Job roles have shifted a lot, which is both good and scary. Clients now expect faster results due to AI use."
"Vega, Franklin and Scott Pvt. Ltd.",Education,Brazil,Groq,2024,10092,13,7106,9.2,"AI helped me reduce repetitive tasks, but learning curve was steep. HR hosted webinars weekly."
"Greene, Mitchell and Nichols Pvt. Ltd.",Telecom,France,ChatGPT,2023,3586,15,3421,23.1,"Productivity increased, but there's anxiety about job security. Clients now expect faster results due to AI use."
Morris-Bauer Pvt. Ltd.,Legal Services,France,Claude,2022,10849,1,1473,6.7,Collaboration improved; documentation and meetings are more efficient. My team adapted faster than others.
"Smith, Gonzalez and Sanchez Pvt. Ltd.",Advertising,Switzerland,ChatGPT,2024,15994,9,21022,13.5,There's concern that AI will replace some of us soon. Managers were initially skeptical.
Stewart-Hoffman Pvt. Ltd.,Manufacturing,Germany,Mixtral,2024,16516,4,13747,7.2,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
Guerra-Ballard Pvt. Ltd.,Advertising,France,Groq,2023,3541,19,8170,8.3,There's concern that AI will replace some of us soon. Job rotations have increased.
Gibbs-Garcia Pvt. Ltd.,Legal Services,Singapore,Claude,2022,3863,1,23645,27.2,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
Drake-Little Pvt. Ltd.,Transportation,Australia,Gemini,2023,9401,20,15979,5.0,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
"Moran, King and Norman Pvt. Ltd.",Hospitality,Brazil,Mixtral,2022,18046,23,18580,13.3,Collaboration improved; documentation and meetings are more efficient. Monthly town halls discuss the AI rollout.
"Rodriguez, King and Welch Pvt. Ltd.",Finance,Singapore,ChatGPT,2024,485,15,9117,10.2,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
Nielsen-Garner Pvt. Ltd.,Transportation,Switzerland,Groq,2024,19341,19,9969,19.4,"AI helped me reduce repetitive tasks, but learning curve was steep. Clients now expect faster results due to AI use."
Wood-Mccoy Pvt. Ltd.,Entertainment,Singapore,LLaMA,2024,15188,14,6654,6.6,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
Strickland Ltd Pvt. Ltd.,Telecom,Singapore,ChatGPT,2024,6329,25,14868,22.0,Our workflows have improved drastically with generative AI. Some departments feel left behind.
"Bennett, Cole and Cook Pvt. Ltd.",Finance,France,Gemini,2022,16248,5,19951,2.0,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Hart, Howe and Young Pvt. Ltd.",Manufacturing,Germany,Groq,2024,1567,7,14824,3.5,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
"Norman, Holland and Vang Pvt. Ltd.",Advertising,France,Claude,2023,13951,15,20365,30.5,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
Ramos-Murray Pvt. Ltd.,Advertising,South Korea,Gemini,2023,15359,15,11066,18.4,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
Bell-Luna Pvt. Ltd.,Technology,Switzerland,ChatGPT,2023,18292,11,2283,12.4,Our workflows have improved drastically with generative AI. Job rotations have increased.
"Stewart, Gamble and Powell Pvt. Ltd.",Utilities,Australia,Mixtral,2024,9416,29,9933,5.5,"We now finish tasks faster, but some older employees are struggling. Clients now expect faster results due to AI use."
"Wilkinson, Yang and Esparza Pvt. Ltd.",Manufacturing,France,Claude,2024,8343,26,18033,9.0,There's concern that AI will replace some of us soon. Monthly town halls discuss the AI rollout.
"Pacheco, Knight and George Pvt. Ltd.",Education,India,ChatGPT,2023,9756,4,3456,23.8,I love using AI—it makes my job easier and more fun. It changed how we communicate internally.
Tyler-Brooks Pvt. Ltd.,Hospitality,Japan,LLaMA,2024,2507,14,15976,34.9,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
Castaneda-Knight Pvt. Ltd.,Retail,Germany,Mixtral,2023,3007,1,15942,17.4,"AI helped me reduce repetitive tasks, but learning curve was steep. Monthly town halls discuss the AI rollout."
"Mcguire, Duke and Smith Pvt. Ltd.",Education,UK,Mixtral,2023,5843,13,4647,19.5,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
"Butler, Carlson and Green Pvt. Ltd.",Transportation,South Africa,LLaMA,2024,15348,8,3786,4.6,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Vincent and Sons Pvt. Ltd.,Legal Services,South Korea,Groq,2022,1091,30,3491,5.2,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
"Watson, Norris and Sutton Pvt. Ltd.",Telecom,South Africa,Gemini,2022,16526,12,13443,24.0,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
Nunez-Cook Pvt. Ltd.,Finance,UAE,Claude,2023,787,30,18068,3.4,I love using AI—it makes my job easier and more fun. Some departments feel left behind.
"Parks, Jackson and Martin Pvt. Ltd.",Retail,Brazil,Gemini,2024,17971,10,24043,8.8,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
Huff-Mullins Pvt. Ltd.,Retail,Switzerland,Groq,2024,15151,25,15664,32.9,I love using AI—it makes my job easier and more fun. My team adapted faster than others.
Miranda-Stewart Pvt. Ltd.,Retail,Japan,Groq,2022,6850,23,9940,33.8,Collaboration improved; documentation and meetings are more efficient. Job rotations have increased.
"Diaz, Boyer and Smith Pvt. Ltd.",Finance,USA,Gemini,2022,3869,8,18835,26.7,Our workflows have improved drastically with generative AI. HR hosted webinars weekly.
Wilson-Gillespie Pvt. Ltd.,Transportation,South Korea,Mixtral,2022,2065,18,8655,20.2,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
Holder-Schwartz Pvt. Ltd.,Healthcare,South Africa,Claude,2024,17428,7,4473,34.9,"Productivity increased, but there's anxiety about job security. Managers were initially skeptical."
Sanford-Wilson Pvt. Ltd.,Transportation,UK,Gemini,2022,5081,13,4794,14.3,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
Wells-Miller Pvt. Ltd.,Utilities,Brazil,Groq,2024,18683,19,4824,20.5,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Patrick, Yang and Rice Pvt. Ltd.",Telecom,South Africa,Groq,2023,10260,27,16449,14.7,"Mixed responses—management excited, staff feel uncertain. Clients now expect faster results due to AI use."
"Merritt, Patel and White Pvt. Ltd.",Manufacturing,India,ChatGPT,2023,2178,16,20131,15.9,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
Hobbs LLC Pvt. Ltd.,Advertising,UK,Gemini,2023,11494,19,4828,25.0,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
Martin-Rodriguez Pvt. Ltd.,Healthcare,Brazil,Gemini,2022,15818,5,14381,19.0,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
"Valenzuela, Gibson and Johns Pvt. Ltd.",Finance,UAE,LLaMA,2023,11912,10,19805,14.6,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Carlson, Bennett and Johnson Pvt. Ltd.",Retail,India,LLaMA,2023,16020,2,16394,8.2,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
"Jones, Espinoza and Pacheco Pvt. Ltd.",Transportation,Brazil,ChatGPT,2024,10185,19,19374,26.1,There's concern that AI will replace some of us soon. My team adapted faster than others.
"Haynes, Ortiz and Hebert Pvt. Ltd.",Education,India,Mixtral,2023,5574,25,21305,10.6,There's concern that AI will replace some of us soon. Job rotations have increased.
